pais_id;pais;provincia_id;provincia;campaña;tipo de tabaco;superficie_plantada;superficie_cosechada;unidad_sup_id;unidad_superficie;produccion;unidad_prod_id;unidad_produccion;rendimiento;unidad_rendimiento;precio_acopio;precio_fet;precio_total;precio_moneda_id;precio_moneda;unidad_precio
032;Argentina;18;Corrientes;1995/1996;criollo correntino;6500;5400;ha;hectarea;5982758;kg;kilogramo;1108;kilogramos/hectarea;0.87;0.78;1.65;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1996/1997;burley;37;32;ha;hectarea;36046;kg;kilogramo;1126;kilogramos/hectarea;0.88;0.72;1.6;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1996/1997;criollo correntino;5900;5030;ha;hectarea;5935243;kg;kilogramo;1180;kilogramos/hectarea;0.83;0.62;1.45;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1997/1998;burley;150;75;ha;hectarea;66653;kg;kilogramo;889;kilogramos/hectarea;1.12;0.59;1.71;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1997/1998;virginia;150;80;ha;hectarea;63511;kg;kilogramo;794;kilogramos/hectarea;1.41;0.69;2.1;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1997/1998;criollo correntino;5900;4445;ha;hectarea;2695115;kg;kilogramo;606;kilogramos/hectarea;1.27;0.61;1.88;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1998/1999;burley;90;74;ha;hectarea;182077;kg;kilogramo;2461;kilogramos/hectarea;1.17;0.66;1.83;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1998/1999;virginia;175;143;ha;hectarea;336043;kg;kilogramo;2350;kilogramos/hectarea;1.17;0.65;1.82;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1998/1999;criollo correntino;5600;4500;ha;hectarea;6981375;kg;kilogramo;1551;kilogramos/hectarea;0.59;0.62;1.21;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1999/2000;burley;88;52;ha;hectarea;67946;kg;kilogramo;1307;kilogramos/hectarea;0.81;0.5;1.31;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1999/2000;virginia;182;98;ha;hectarea;141198;kg;kilogramo;1441;kilogramos/hectarea;1.04;0.67;1.71;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1999/2000;criollo correntino;4770;3150;ha;hectarea;3693264;kg;kilogramo;1172;kilogramos/hectarea;0.61;0.6;1.21;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2000/2001;burley;45;40;ha;hectarea;51526;kg;kilogramo;1288;kilogramos/hectarea;1.04;0.73;1.77;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2000/2001;virginia;115;101;ha;hectarea;146841;kg;kilogramo;1454;kilogramos/hectarea;0.9;0.67;1.57;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2000/2001;criollo correntino;3560;3538;ha;hectarea;4139020;kg;kilogramo;1170;kilogramos/hectarea;0.56;0.65;1.21;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2001/2002;burley;340;265;ha;hectarea;446492;kg;kilogramo;1685;kilogramos/hectarea;1.62;0.96;2.58;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2001/2002;virginia;228;173;ha;hectarea;301776;kg;kilogramo;1744;kilogramos/hectarea;1.21;0.7;1.91;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2001/2002;criollo correntino;3667;2999;ha;hectarea;3892401;kg;kilogramo;1298;kilogramos/hectarea;1.27;0.84;2.11;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2002/2003;burley;593;292;ha;hectarea;350359;kg;kilogramo;1200;kilogramos/hectarea;2.47;1.39;3.86;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2002/2003;virginia;148;73;ha;hectarea;87267;kg;kilogramo;1195;kilogramos/hectarea;1.51;1.34;2.85;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2002/2003;criollo correntino;4199;2362;ha;hectarea;2397481;kg;kilogramo;1015;kilogramos/hectarea;1.47;1.28;2.75;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2003/2004;burley;400;350;ha;hectarea;511693;kg;kilogramo;1462;kilogramos/hectarea;2.46;1.17;3.63;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2003/2004;virginia;350;270;ha;hectarea;408898;kg;kilogramo;1514;kilogramos/hectarea;2.11;1.23;3.34;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2003/2004;criollo correntino;3500;3200;ha;hectarea;4907606;kg;kilogramo;1534;kilogramos/hectarea;1.6;0.7;2.3;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2004/2005;burley;438;316;ha;hectarea;378618;kg;kilogramo;1198;kilogramos/hectarea;2.58;1.12;3.7;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2004/2005;virginia;363;310;ha;hectarea;371471;kg;kilogramo;1198;kilogramos/hectarea;2.53;1.31;3.84;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2004/2005;criollo correntino;4045;3851;ha;hectarea;4619359;kg;kilogramo;1200;kilogramos/hectarea;1.75;0.81;2.56;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2005/2006;burley;364;263;ha;hectarea;314822;kg;kilogramo;1199;kilogramos/hectarea;2.41;1.25;3.66;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2005/2006;virginia;542;486;ha;hectarea;582783;kg;kilogramo;1200;kilogramos/hectarea;3.12;1.67;4.79;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2005/2006;criollo correntino;5268;4464;ha;hectarea;5354729;kg;kilogramo;1200;kilogramos/hectarea;1.86;0.78;2.64;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2006/2007;burley;396;268;ha;hectarea;50597;kg;kilogramo;189;kilogramos/hectarea;2.27;1.22;3.49;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2006/2007;virginia;661;513;ha;hectarea;174334;kg;kilogramo;340;kilogramos/hectarea;2.93;1.62;4.56;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2006/2007;criollo correntino;4836;4498;ha;hectarea;2079745;kg;kilogramo;462;kilogramos/hectarea;1.85;0.72;2.56;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2007/2008;burley;164;106;ha;hectarea;126749;kg;kilogramo;1199;kilogramos/hectarea;3.12;1.24;4.36;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2007/2008;virginia;453;209;ha;hectarea;251244;kg;kilogramo;1199;kilogramos/hectarea;3.58;1.57;5.15;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2007/2008;criollo correntino;2987;2629;ha;hectarea;3152886;kg;kilogramo;1199;kilogramos/hectarea;3.1;0.95;4.05;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2008/2009;burley;242;242;ha;hectarea;92238;kg;kilogramo;381;kilogramos/hectarea;4.17;1.69;5.86;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2008/2009;virginia;170;170;ha;hectarea;69578;kg;kilogramo;410;kilogramos/hectarea;4.25;1.62;5.87;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2008/2009;criollo correntino;2929;2929;ha;hectarea;2328824;kg;kilogramo;795;kilogramos/hectarea;4.04;0.96;4.99;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2009/2010;burley;31;13;ha;hectarea;9619;kg;kilogramo;726;kilogramos/hectarea;4.71;1.93;6.64;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2009/2010;virginia;63;28;ha;hectarea;27134;kg;kilogramo;970;kilogramos/hectarea;5.04;2.07;7.11;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2009/2010;criollo correntino;2458;2290;ha;hectarea;1130945;kg;kilogramo;494;kilogramos/hectarea;4.47;1.04;5.52;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2010/2011;burley;46;38;ha;hectarea;24681;kg;kilogramo;646;kilogramos/hectarea;4.72;2.08;6.8;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2010/2011;virginia;118;98;ha;hectarea;129212;kg;kilogramo;1319;kilogramos/hectarea;4.69;2.08;6.77;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2010/2011;criollo correntino;1633;1355;ha;hectarea;2118179;kg;kilogramo;1563;kilogramos/hectarea;4.59;1.22;5.82;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2010/2011;criollo argentino;94;78;ha;hectarea;113473;kg;kilogramo;1454;kilogramos/hectarea;8.21;2.05;10.26;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2011/2012;burley;47;39;ha;hectarea;16810;kg;kilogramo;431;kilogramos/hectarea;8.41;2.96;11.38;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2011/2012;virginia;144;120;ha;hectarea;46707;kg;kilogramo;389;kilogramos/hectarea;5.9;3.06;8.96;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2011/2012;criollo correntino;1744;1453;ha;hectarea;2673662;kg;kilogramo;1840;kilogramos/hectarea;7.08;1.74;8.81;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2011/2012;criollo argentino;92;77;ha;hectarea;102622;kg;kilogramo;1341;kilogramos/hectarea;12.45;2.78;15.23;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2012/2013;burley;22;7;ha;hectarea;5011;kg;kilogramo;716;kilogramos/hectarea;5.84;2.85;8.69;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2012/2013;virginia;85;70;ha;hectarea;22474;kg;kilogramo;321;kilogramos/hectarea;10.54;3.19;13.73;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;2012/2013;criollo correntino;1755;645;ha;hectarea;1338513;kg;kilogramo;2076;kilogramos/hectarea;5.66;1.58;7.24;ARS;pesos;pesos/kilogramos
